,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,HTGS,ATGS,HTGC,ATGC,AGHSF,AGASF,AGHSC,AGASC,AGHSTF,AGASTF,AGHSTC,AGASTC,AGHF,AGAF,AGHCF,AGACF,AGHCC,AGACC,AGHY,AGAY,AGHR,AGAR,HTP,ATP,HM1,AM1,HM2,AM2,HM3,AM3,HM4,AM4,HM5,AM5,MW,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,HTSD,ATSD,HTSTD,ATSTD,HTCD,ATCD
36,2013-09-13,Hertha,Stuttgart,0,1,A,19,8,8,5,7,4,13,12,1,1,0,0,9,9,5,8,52,54,54,51,23,22,22,18,67,64,18,28,19,19,1.0,12,0.0,0.2,1.4,0.6,L,W,W,L,D,L,W,L,M,M,5.0,LWDWM,WLLLM,7,3,0,0,0,0,0,0,0,0,0.8,0.2,0.8,0.8,-0.4,0.6,0.2,0.8,-0.2,1.8
37,2013-09-14,Augsburg,Freiburg,2,1,H,14,5,6,1,10,3,16,21,1,2,0,0,3,6,6,9,72,36,34,60,20,15,14,27,69,72,33,11,18,17,2.0,7,0.0,0.6,1.2,0.4,W,D,W,D,L,L,L,L,M,M,5.0,WWLLM,DDLLM,6,2,0,0,0,0,0,0,0,0,-0.6,-0.6,0.8,0.8,7.6,-4.8,1.2,-2.4,3.0,-1.2
38,2013-09-14,Bayern Munich,Hannover,2,0,H,18,13,8,2,13,4,14,12,3,3,0,0,7,8,2,5,84,66,33,53,33,23,11,16,52,85,27,22,14,7,1.2,13,0.0,0.2,2.0,1.8,D,W,W,W,W,L,W,W,M,M,5.0,DWWWM,WWLWM,10,9,0,0,0,0,0,0,0,0,1.0,0.6,0.2,0.2,10.2,2.6,4.4,1.4,2.6,3.0
39,2013-09-14,Dortmund,Hamburg,6,2,H,32,4,14,2,7,2,11,19,0,4,0,0,9,8,2,9,85,65,43,70,31,30,12,25,53,63,23,25,18,15,0.4,9,0.0,0.0,2.4,0.8,W,W,W,L,W,L,W,D,M,M,5.0,WWWWM,WLLDM,12,4,0,0,0,0,0,0,0,0,1.4,-0.2,1.6,1.6,8.4,-1.0,3.8,1.0,1.0,2.0
40,2013-09-14,Leverkusen,Wolfsburg,3,1,H,14,14,7,5,4,3,17,12,2,2,0,1,8,6,5,4,61,69,47,46,21,24,12,18,54,60,21,20,17,14,1.4,2,0.0,0.6,1.8,1.2,L,W,W,L,W,W,W,L,M,M,5.0,LWWWM,WLWLM,9,6,0,0,0,0,0,0,0,0,0.6,0.4,0.6,0.6,2.8,4.6,1.8,1.2,0.8,1.2
41,2013-09-14,Mainz,Schalke 04,0,1,A,14,10,0,5,1,5,15,19,1,3,0,0,8,6,7,9,46,45,56,61,21,15,24,21,48,68,11,9,20,31,1.8,3,0.0,0.4,1.8,0.8,L,W,W,L,W,L,W,D,M,M,5.0,LWWWM,WLLDM,9,4,0,0,0,0,0,0,0,0,0.2,-0.6,1.0,1.0,-2.0,-3.2,-0.6,-1.2,-1.8,-4.4
42,2013-09-14,Werder Bremen,Ein Frankfurt,0,3,A,12,14,4,6,5,10,14,13,2,0,1,0,3,4,5,9,34,56,85,56,9,15,23,28,60,51,17,26,17,18,0.6,5,0.0,0.0,1.2,0.6,L,L,L,W,W,L,W,L,M,M,5.0,LLWWM,LWLLM,6,3,0,0,0,0,0,0,0,0,-0.4,-1.0,0.6,0.6,-10.2,0.0,-2.8,-2.6,0.0,1.6
43,2013-09-15,Braunschweig,Nurnberg,1,1,D,23,9,7,2,6,3,17,18,3,2,0,0,1,4,9,7,47,35,82,85,15,12,27,29,55,51,9,16,26,33,1.6,14,0.0,0.2,0.0,0.4,L,L,L,L,L,D,L,D,M,M,5.0,LLLLM,LLDDM,0,2,0,0,0,0,0,0,0,0,-1.6,-0.6,-0.4,-0.4,-7.0,-10.0,-2.4,-3.4,-3.4,-3.4
44,2013-09-15,Hoffenheim,M'gladbach,2,1,H,10,16,4,3,2,3,16,7,3,2,0,0,12,10,12,8,66,58,44,71,23,23,22,26,74,47,17,9,18,21,1.2,8,0.2,0.0,1.0,1.2,L,W,D,L,W,W,D,L,M,M,5.0,LDWDM,WLWLM,5,6,0,0,0,0,0,0,0,0,0.0,0.4,-0.2,-0.2,4.4,-2.6,0.2,-0.6,-0.2,-2.4
45,2013-09-20,M'gladbach,Braunschweig,4,1,H,13,12,7,3,0,1,11,12,1,2,0,1,11,2,10,10,74,70,81,91,26,22,30,29,54,72,12,15,23,29,1.6666666666666667,11,0.0,0.0,1.0,0.16666666666666666,L,D,W,L,L,L,W,L,L,L,6.0,LWLWL,DLLLL,6,1,0,0,0,0,0,0,1,0,0.16666666666666666,-1.3333333333333333,0.8333333333333334,0.8333333333333334,-1.1666666666666667,-3.5,-0.6666666666666666,-1.1666666666666667,-1.8333333333333333,-2.3333333333333335
46,2013-09-21,Hamburg,Werder Bremen,0,2,A,19,16,7,6,4,6,15,18,2,4,0,0,10,3,15,8,69,46,102,99,32,13,39,29,82,74,27,22,22,27,2.1666666666666665,5,0.0,0.16666666666666666,0.6666666666666666,1.0,L,L,W,L,L,L,L,W,D,W,6.0,LWLLD,LLLWW,4,6,0,0,0,0,0,0,0,0,-0.8333333333333334,-0.8333333333333334,-0.3333333333333333,-0.3333333333333333,-5.5,-8.833333333333334,-1.1666666666666667,-2.6666666666666665,0.8333333333333334,-0.8333333333333334
47,2013-09-21,Hannover,Augsburg,2,1,H,15,12,8,2,8,1,21,18,3,4,0,0,8,5,7,7,79,86,71,39,25,26,24,15,97,85,26,43,20,21,2.6666666666666665,11,0.16666666666666666,0.0,1.5,1.5,L,W,W,W,W,W,L,L,W,L,6.0,LWWLW,WWWLL,9,9,0,0,0,0,0,0,0,0,0.16666666666666666,-0.3333333333333333,0.0,0.0,1.3333333333333333,7.833333333333333,0.16666666666666666,1.8333333333333333,1.0,3.6666666666666665
48,2013-09-21,Mainz,Leverkusen,1,4,A,14,13,2,5,4,4,14,11,1,1,0,0,8,11,8,6,60,75,66,61,21,28,29,17,63,71,12,25,25,20,1.6666666666666667,9,0.0,0.0,1.5,2.0,L,W,L,L,W,W,W,W,W,W,6.0,LLWWW,WLWWW,9,12,1,0,0,0,1,0,0,0,0.0,0.8333333333333334,-0.5,-0.5,-1.0,2.3333333333333335,-1.3333333333333333,1.8333333333333333,-2.1666666666666665,0.8333333333333334
49,2013-09-21,Nurnberg,Dortmund,1,1,D,10,18,3,6,3,9,7,12,1,2,0,0,5,15,8,4,44,117,108,47,14,45,36,14,69,64,19,30,39,20,2.6666666666666665,2,0.16666666666666666,0.0,0.5,2.5,D,W,L,W,L,W,D,W,D,W,6.0,DLLDD,WWWWW,3,15,0,0,0,0,1,1,0,0,-0.5,1.8333333333333333,-2.0,-2.0,-10.666666666666666,11.666666666666666,-3.6666666666666665,5.166666666666667,-3.3333333333333335,1.6666666666666667
50,2013-09-21,Schalke 04,Bayern Munich,0,4,A,10,14,1,5,5,5,7,6,1,0,0,0,7,9,9,2,55,102,75,46,20,41,21,13,87,66,14,40,32,18,1.0,9,0.3333333333333333,0.0,1.1666666666666667,2.1666666666666665,W,W,W,D,L,W,L,W,D,W,6.0,WWLLD,WDWWW,7,13,0,0,0,0,1,0,0,0,-0.3333333333333333,1.1666666666666667,-1.0,-1.0,-3.3333333333333335,9.333333333333334,-0.16666666666666666,4.666666666666667,-3.0,3.6666666666666665
51,2013-09-21,Wolfsburg,Hoffenheim,2,1,H,15,7,6,2,6,6,15,20,1,4,0,0,7,14,7,13,83,76,60,60,29,27,25,25,72,90,23,19,18,21,0.6666666666666666,9,0.6666666666666666,0.16666666666666666,1.0,1.3333333333333333,L,W,W,L,L,D,W,W,L,D,6.0,LWLWL,WLDWD,6,8,0,0,0,0,0,0,0,0,0.0,0.16666666666666666,-0.3333333333333333,-0.3333333333333333,3.8333333333333335,2.6666666666666665,0.6666666666666666,0.3333333333333333,0.8333333333333334,-0.3333333333333333
52,2013-09-22,Freiburg,Hertha,1,1,D,8,8,2,4,9,2,22,12,2,4,0,0,7,9,11,6,41,71,74,62,16,31,33,27,93,80,14,25,27,23,1.5,6,0.5,0.0,0.3333333333333333,1.1666666666666667,L,L,D,L,D,W,L,D,L,W,6.0,LDDLL,LLWDW,2,7,0,0,0,0,0,0,0,0,-0.6666666666666666,0.5,-0.8333333333333334,-0.8333333333333334,-5.5,1.5,-2.8333333333333335,0.6666666666666666,-2.1666666666666665,0.3333333333333333
53,2013-09-22,Stuttgart,Ein Frankfurt,1,1,D,14,16,4,4,4,7,10,13,3,2,0,0,10,7,8,9,62,70,70,68,27,21,26,32,76,64,32,36,26,23,2.1666666666666665,5,0.16666666666666666,0.0,1.0,1.0,W,W,W,L,L,W,L,L,L,L,6.0,WWLLL,WLWLL,6,6,0,0,1,0,0,0,0,0,0.3333333333333333,-0.3333333333333333,0.0,0.0,-1.3333333333333333,0.3333333333333333,0.16666666666666666,-1.8333333333333333,1.0,2.1666666666666665
54,2013-09-27,Augsburg,M'gladbach,2,2,D,20,8,5,3,3,3,9,13,2,3,0,0,6,15,9,11,98,87,54,93,28,33,23,33,103,65,44,12,29,24,2.142857142857143,11,0.0,0.0,1.2857142857142858,1.2857142857142858,L,W,W,L,W,W,W,L,L,W,7.0,LWWWL,WLWLW,9,9,0,0,0,0,0,0,0,0,-0.42857142857142855,0.5714285714285714,0.0,0.0,6.285714285714286,-0.8571428571428571,0.7142857142857143,0.0,2.142857142857143,-1.7142857142857142
55,2013-09-28,Bayern Munich,Wolfsburg,1,0,H,11,4,4,2,8,2,12,24,2,1,0,0,13,9,2,8,116,98,56,67,46,35,14,27,72,87,45,29,23,24,1.2857142857142858,5,0.0,0.5714285714285714,2.2857142857142856,1.2857142857142858,W,W,W,L,D,W,W,L,W,W,7.0,WWDWW,WLWLW,13,9,0,0,0,0,0,0,0,0,1.5714285714285714,0.14285714285714285,1.0,0.5714285714285714,8.571428571428571,4.428571428571429,4.571428571428571,1.1428571428571428,3.142857142857143,0.7142857142857143
56,2013-09-28,Dortmund,Freiburg,5,0,H,27,2,13,2,10,0,13,11,0,1,0,1,16,8,5,12,135,49,57,82,51,18,17,37,76,115,39,23,23,29,0.5714285714285714,11,0.0,0.42857142857142855,2.2857142857142856,0.42857142857142855,D,D,W,L,W,D,W,D,W,L,7.0,DWWWW,DLDDL,13,3,1,0,0,0,0,0,0,0,1.5714285714285714,-0.5714285714285714,1.8571428571428572,1.4285714285714286,11.142857142857142,-4.714285714285714,4.857142857142857,-2.7142857142857144,2.2857142857142856,-0.8571428571428571
57,2013-09-28,Ein Frankfurt,Hamburg,2,2,D,9,11,5,3,9,6,21,16,2,1,0,0,8,10,10,17,86,88,82,118,25,39,36,45,77,97,43,31,27,28,1.0,15,0.0,0.0,1.0,0.5714285714285714,D,L,W,L,L,W,W,L,L,L,7.0,DWLWL,LLWLL,7,3,0,0,0,0,0,0,0,0,-0.2857142857142857,-1.0,0.42857142857142855,0.5714285714285714,0.5714285714285714,-4.285714285714286,-1.5714285714285714,-0.8571428571428571,2.2857142857142856,0.42857142857142855
