,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,HTGS,ATGS,HTGC,ATGC,AGHSF,AGASF,AGHSC,AGASC,AGHSTF,AGASTF,AGHSTC,AGASTC,AGHF,AGAF,AGHCF,AGACF,AGHCC,AGACC,AGHY,AGAY,AGHR,AGAR,HTP,ATP,HM1,AM1,HM2,AM2,HM3,AM3,HM4,AM4,HM5,AM5,MW,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,HTSD,ATSD,HTSTD,ATSTD,HTCD,ATCD
21,2017-08-26,Vitesse,AZ Alkmaar,1,2,A,16,27,4,9,4,7,8,15,1,3,0,0,7,4,2,3,8.666666666666666,15.666666666666666,6.666666666666667,10.333333333333334,3.3333333333333335,5.666666666666667,2.6666666666666665,3.3333333333333335,7.0,9.333333333333334,6.0,5.0,2.6666666666666665,6.0,0.6666666666666666,1.6666666666666667,0.0,0.0,2.0,1.0,W,W,W,L,M,M,M,M,M,M,3.0,WWMMM,WLMMM,6,3,0,0,0,0,0,0,0,0,1.6666666666666667,0.3333333333333333,1.0,1.0,2.0,5.333333333333333,0.6666666666666666,2.3333333333333335,3.3333333333333335,-1.0
22,2017-08-26,Zwolle,Twente,2,0,H,16,10,4,3,4,5,12,12,2,3,0,0,5,2,3,4,13.666666666666666,6.0,5.666666666666667,8.0,4.666666666666667,2.3333333333333335,3.3333333333333335,4.0,4.333333333333333,10.333333333333334,5.333333333333333,1.3333333333333333,1.0,3.3333333333333335,1.0,2.0,0.0,0.0,1.3333333333333333,0.0,D,L,W,L,M,M,M,M,M,M,3.0,DWMMM,LLMMM,4,0,0,0,0,0,0,0,0,0,0.6666666666666666,-0.6666666666666666,1.3333333333333333,1.3333333333333333,8.0,-2.0,1.3333333333333333,-1.6666666666666667,4.333333333333333,-2.0
23,2017-08-27,Feyenoord,Willem II,5,0,H,16,4,8,1,11,1,9,10,0,1,0,0,3,1,1,4,8.666666666666666,4.333333333333333,4.666666666666667,6.0,3.3333333333333335,1.0,2.3333333333333335,2.6666666666666665,8.0,6.666666666666667,3.3333333333333335,4.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.0,0.0,2.0,0.0,W,L,W,L,M,M,M,M,M,M,3.0,WWMMM,LLMMM,6,0,0,0,0,0,0,0,0,0,0.6666666666666666,-1.0,2.0,2.0,4.0,-1.6666666666666667,1.0,-1.6666666666666667,2.0,2.6666666666666665
24,2017-08-27,Groningen,Utrecht,2,1,H,5,30,3,13,0,13,16,12,2,3,0,0,4,5,6,0,7.666666666666667,8.333333333333334,15.333333333333334,7.0,2.3333333333333335,4.333333333333333,5.0,2.3333333333333335,7.333333333333333,8.0,2.6666666666666665,2.6666666666666665,6.0,4.0,1.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,2.0,L,W,D,W,M,M,M,M,M,M,3.0,LDMMM,WWMMM,1,6,0,0,0,0,0,0,0,0,-0.6666666666666666,1.6666666666666667,-1.6666666666666667,-1.6666666666666667,-7.666666666666667,1.3333333333333333,-2.6666666666666665,2.0,-3.3333333333333335,-1.3333333333333333
25,2017-08-27,PSV Eindhoven,Roda,2,0,H,23,6,9,2,5,4,10,14,0,1,0,0,7,3,3,7,17.0,8.333333333333334,8.0,13.0,6.0,3.3333333333333335,4.0,4.666666666666667,7.666666666666667,8.666666666666666,6.0,2.3333333333333335,4.333333333333333,5.333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,2.0,0.0,W,L,W,L,M,M,M,M,M,M,3.0,WWMMM,LLMMM,6,0,0,0,0,0,0,0,0,0,1.3333333333333333,-1.3333333333333333,2.0,2.0,9.0,-4.666666666666667,2.0,-1.3333333333333333,1.6666666666666667,-3.0
26,2017-08-27,VVV Venlo,Ajax,0,2,A,11,22,3,7,3,8,7,7,2,1,0,0,5,4,1,3,7.0,18.666666666666668,6.333333333333333,7.0,3.6666666666666665,6.0,2.0,3.3333333333333335,6.666666666666667,8.333333333333334,3.0,6.666666666666667,2.6666666666666665,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.0,0.0,2.0,1.0,W,W,W,L,M,M,M,M,M,M,3.0,WWMMM,WLMMM,6,3,0,0,0,0,0,0,0,0,1.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,11.666666666666666,1.6666666666666667,2.6666666666666665,0.3333333333333333,5.0
27,2017-09-09,Ajax,Zwolle,3,0,H,21,11,8,3,5,4,10,18,2,1,0,0,6,7,3,3,19.5,14.25,8.0,6.75,6.25,4.5,3.25,3.25,8.0,6.25,7.0,5.0,2.0,2.0,0.5,1.25,0.0,0.0,1.5,1.75,W,W,W,D,L,W,M,M,M,M,4.0,WWLMM,WDWMM,6,7,0,0,0,0,0,0,0,0,0.75,1.0,-0.25,-0.25,11.5,7.5,3.0,1.25,5.0,3.0
28,2017-09-09,Excelsior,Vitesse,0,3,A,7,12,1,4,5,5,10,10,2,1,0,0,4,8,4,4,6.75,10.5,9.5,11.75,3.0,3.5,2.75,4.25,12.25,7.25,2.0,5.5,4.25,3.75,1.5,0.75,0.25,0.0,1.0,1.5,D,L,L,W,W,W,M,M,M,M,4.0,DLWMM,LWWMM,4,6,0,0,0,0,0,0,0,0,0.0,1.0,-0.5,-0.5,-2.75,-1.25,0.25,-0.75,-2.25,1.75
29,2017-09-09,Heracles,Feyenoord,2,4,A,12,19,6,10,3,6,15,10,3,2,0,0,5,8,4,1,9.75,10.5,14.75,4.5,4.25,4.5,5.5,2.0,9.5,8.25,2.25,5.25,5.5,1.25,0.5,1.0,0.0,0.0,1.25,2.25,D,W,D,W,W,W,M,M,M,M,4.0,DDWMM,WWWMM,5,9,0,0,0,0,0,0,0,0,0.25,1.75,-1.0,-1.0,-5.0,6.0,-1.25,2.5,-3.25,4.0
30,2017-09-09,Willem II,Den Haag,1,2,A,7,12,3,5,2,2,17,18,1,1,0,0,1,1,9,7,4.25,9.0,8.5,16.0,1.0,2.0,4.0,6.5,7.5,7.75,3.25,5.25,3.75,5.0,1.5,1.5,0.0,0.25,0.0,0.0,L,L,L,L,L,L,M,M,M,M,4.0,LLLMM,LLLMM,0,0,0,0,0,0,0,0,0,0,-2.0,-1.5,0.0,0.0,-4.25,-7.0,-3.0,-4.5,-0.5,0.25
